id;nombre;tipo_profesional;edad;antiguedad;tipo_contrato;turno_asignado;opcion_turno;preferencia;elegible_turno
1590;Profesional_1590;enfermero;31;2506;reemplazo;4to_turno;diurno;4;0
1591;Profesional_1591;auxiliar;51;3439;reemplazo;4to_turno;3er_turno;1;0
2310;Profesional_2310;kinesiólogo;41;3156;reemplazo;4to_turno;4to_turno;4;60
1591;Profesional_1591;auxiliar;51;3439;reemplazo;4to_turno;diurno;1;0
1592;Profesional_1592;auxiliar;45;1718;reemplazo;4to_turno;3er_turno;4;0
2381;Profesional_2381;kinesiólogo;44;2866;reemplazo;4to_turno;4to_turno;4;60
1592;Profesional_1592;auxiliar;45;1718;reemplazo;4to_turno;diurno;4;0
1593;Profesional_1593;enfermero;46;2079;contratado;3er_turno;3er_turno;5;0
1593;Profesional_1593;enfermero;46;2079;contratado;3er_turno;4to_turno;5;0
1593;Profesional_1593;enfermero;46;2079;contratado;3er_turno;diurno;5;0
1594;Profesional_1594;kinesiólogo;25;3256;reemplazo;3er_turno;3er_turno;4;0
1594;Profesional_1594;kinesiólogo;25;3256;reemplazo;3er_turno;4to_turno;4;0
1594;Profesional_1594;kinesiólogo;25;3256;reemplazo;3er_turno;diurno;4;0
1595;Profesional_1595;enfermero;40;3640;reemplazo;diurno;3er_turno;2;0
1595;Profesional_1595;enfermero;40;3640;reemplazo;diurno;4to_turno;2;0
1595;Profesional_1595;enfermero;40;3640;reemplazo;diurno;diurno;2;0
1596;Profesional_1596;enfermero;35;249;contratado;diurno;3er_turno;3;0
1596;Profesional_1596;enfermero;35;249;contratado;diurno;4to_turno;3;0
1596;Profesional_1596;enfermero;35;249;contratado;diurno;diurno;3;0
632;Profesional_632;enfermero;40;1888;contratado;4to_turno;diurno;1;0
638;Profesional_638;enfermero;31;1445;contratado;4to_turno;3er_turno;5;0
638;Profesional_638;enfermero;31;1445;contratado;4to_turno;diurno;5;0
1598;Profesional_1598;enfermero;58;3516;contratado;3er_turno;3er_turno;5;0
1598;Profesional_1598;enfermero;58;3516;contratado;3er_turno;4to_turno;5;0
1598;Profesional_1598;enfermero;58;3516;contratado;3er_turno;diurno;5;0
1599;Profesional_1599;enfermero;37;2770;contratado;diurno;3er_turno;5;0
1599;Profesional_1599;enfermero;37;2770;contratado;diurno;4to_turno;5;0
1599;Profesional_1599;enfermero;37;2770;contratado;diurno;diurno;5;0
1600;Profesional_1600;enfermero;39;169;contratado;diurno;3er_turno;4;0
1600;Profesional_1600;enfermero;39;169;contratado;diurno;4to_turno;4;0
1600;Profesional_1600;enfermero;39;169;contratado;diurno;diurno;4;0
1601;Profesional_1601;auxiliar;45;3078;contratado;diurno;3er_turno;3;0
1601;Profesional_1601;auxiliar;45;3078;contratado;diurno;4to_turno;3;0
1601;Profesional_1601;auxiliar;45;3078;contratado;diurno;diurno;3;0
639;Profesional_639;auxiliar;34;1722;contratado;4to_turno;3er_turno;4;0
639;Profesional_639;auxiliar;34;1722;contratado;4to_turno;diurno;4;0
652;Profesional_652;enfermero;57;679;contratado;4to_turno;3er_turno;3;0
1603;Profesional_1603;enfermero;55;1248;reemplazo;diurno;3er_turno;5;0
1603;Profesional_1603;enfermero;55;1248;reemplazo;diurno;4to_turno;5;0
1603;Profesional_1603;enfermero;55;1248;reemplazo;diurno;diurno;5;0
1604;Profesional_1604;matrona;32;2150;reemplazo;4to_turno;3er_turno;5;0
2392;Profesional_2392;kinesiólogo;45;3109;reemplazo;4to_turno;4to_turno;4;60
1604;Profesional_1604;matrona;32;2150;reemplazo;4to_turno;diurno;5;0
1605;Profesional_1605;matrona;30;1434;contratado;3er_turno;3er_turno;5;0
1605;Profesional_1605;matrona;30;1434;contratado;3er_turno;4to_turno;5;0
1605;Profesional_1605;matrona;30;1434;contratado;3er_turno;diurno;5;0
1606;Profesional_1606;auxiliar;29;792;reemplazo;3er_turno;3er_turno;3;0
1606;Profesional_1606;auxiliar;29;792;reemplazo;3er_turno;4to_turno;3;0
1606;Profesional_1606;auxiliar;29;792;reemplazo;3er_turno;diurno;3;0
1607;Profesional_1607;auxiliar;46;3370;contratado;3er_turno;3er_turno;2;0
1607;Profesional_1607;auxiliar;46;3370;contratado;3er_turno;4to_turno;2;0
1607;Profesional_1607;auxiliar;46;3370;contratado;3er_turno;diurno;2;0
1608;Profesional_1608;auxiliar;50;2972;reemplazo;diurno;3er_turno;2;0
1608;Profesional_1608;auxiliar;50;2972;reemplazo;diurno;4to_turno;2;0
1608;Profesional_1608;auxiliar;50;2972;reemplazo;diurno;diurno;2;0
1609;Profesional_1609;kinesiólogo;59;3014;reemplazo;4to_turno;3er_turno;2;0
2399;Profesional_2399;auxiliar;44;3100;reemplazo;4to_turno;4to_turno;4;60
1609;Profesional_1609;kinesiólogo;59;3014;reemplazo;4to_turno;diurno;2;0
1610;Profesional_1610;kinesiólogo;52;230;contratado;diurno;3er_turno;4;0
1610;Profesional_1610;kinesiólogo;52;230;contratado;diurno;4to_turno;4;0
1610;Profesional_1610;kinesiólogo;52;230;contratado;diurno;diurno;4;0
1611;Profesional_1611;enfermero;27;396;reemplazo;3er_turno;3er_turno;1;0
1611;Profesional_1611;enfermero;27;396;reemplazo;3er_turno;4to_turno;1;0
1611;Profesional_1611;enfermero;27;396;reemplazo;3er_turno;diurno;1;0
652;Profesional_652;enfermero;57;679;contratado;4to_turno;diurno;3;0
662;Profesional_662;matrona;39;980;contratado;4to_turno;3er_turno;4;0
662;Profesional_662;matrona;39;980;contratado;4to_turno;diurno;4;0
1613;Profesional_1613;auxiliar;60;3012;reemplazo;diurno;3er_turno;1;0
1613;Profesional_1613;auxiliar;60;3012;reemplazo;diurno;4to_turno;1;0
1613;Profesional_1613;auxiliar;60;3012;reemplazo;diurno;diurno;1;0
1614;Profesional_1614;enfermero;57;1960;reemplazo;3er_turno;3er_turno;1;0
1614;Profesional_1614;enfermero;57;1960;reemplazo;3er_turno;4to_turno;1;0
1614;Profesional_1614;enfermero;57;1960;reemplazo;3er_turno;diurno;1;0
1615;Profesional_1615;matrona;57;1997;reemplazo;diurno;3er_turno;4;0
1615;Profesional_1615;matrona;57;1997;reemplazo;diurno;4to_turno;4;0
1615;Profesional_1615;matrona;57;1997;reemplazo;diurno;diurno;4;0
1616;Profesional_1616;matrona;27;1566;contratado;3er_turno;3er_turno;2;0
1616;Profesional_1616;matrona;27;1566;contratado;3er_turno;4to_turno;2;0
1616;Profesional_1616;matrona;27;1566;contratado;3er_turno;diurno;2;0
1617;Profesional_1617;enfermero;35;2269;contratado;3er_turno;3er_turno;3;0
1617;Profesional_1617;enfermero;35;2269;contratado;3er_turno;4to_turno;3;0
1617;Profesional_1617;enfermero;35;2269;contratado;3er_turno;diurno;3;0
665;Profesional_665;matrona;32;3233;contratado;4to_turno;3er_turno;1;0
665;Profesional_665;matrona;32;3233;contratado;4to_turno;diurno;1;0
671;Profesional_671;auxiliar;31;1555;contratado;4to_turno;3er_turno;4;0
1619;Profesional_1619;enfermero;44;279;reemplazo;diurno;3er_turno;4;0
1619;Profesional_1619;enfermero;44;279;reemplazo;diurno;4to_turno;4;0
1619;Profesional_1619;enfermero;44;279;reemplazo;diurno;diurno;4;0
1620;Profesional_1620;enfermero;45;3200;contratado;diurno;3er_turno;1;0
1620;Profesional_1620;enfermero;45;3200;contratado;diurno;4to_turno;1;0
1620;Profesional_1620;enfermero;45;3200;contratado;diurno;diurno;1;0
1621;Profesional_1621;enfermero;39;2684;reemplazo;3er_turno;3er_turno;1;0
1621;Profesional_1621;enfermero;39;2684;reemplazo;3er_turno;4to_turno;1;0
1621;Profesional_1621;enfermero;39;2684;reemplazo;3er_turno;diurno;1;0
1622;Profesional_1622;enfermero;55;3012;reemplazo;4to_turno;3er_turno;5;0
2519;Profesional_2519;kinesiólogo;46;3450;reemplazo;4to_turno;4to_turno;4;60
1622;Profesional_1622;enfermero;55;3012;reemplazo;4to_turno;diurno;5;0
1623;Profesional_1623;auxiliar;59;3341;reemplazo;3er_turno;3er_turno;4;0
1623;Profesional_1623;auxiliar;59;3341;reemplazo;3er_turno;4to_turno;4;0
1623;Profesional_1623;auxiliar;59;3341;reemplazo;3er_turno;diurno;4;0
1624;Profesional_1624;enfermero;58;3524;reemplazo;3er_turno;3er_turno;3;0
1624;Profesional_1624;enfermero;58;3524;reemplazo;3er_turno;4to_turno;3;0
1624;Profesional_1624;enfermero;58;3524;reemplazo;3er_turno;diurno;3;0
1625;Profesional_1625;auxiliar;34;698;reemplazo;3er_turno;3er_turno;3;0
1625;Profesional_1625;auxiliar;34;698;reemplazo;3er_turno;4to_turno;3;0
1625;Profesional_1625;auxiliar;34;698;reemplazo;3er_turno;diurno;3;0
1626;Profesional_1626;matrona;36;2891;contratado;3er_turno;3er_turno;1;0
1626;Profesional_1626;matrona;36;2891;contratado;3er_turno;4to_turno;1;0
1626;Profesional_1626;matrona;36;2891;contratado;3er_turno;diurno;1;0
671;Profesional_671;auxiliar;31;1555;contratado;4to_turno;diurno;4;0
680;Profesional_680;enfermero;25;1123;contratado;4to_turno;3er_turno;1;0
680;Profesional_680;enfermero;25;1123;contratado;4to_turno;diurno;1;0
1628;Profesional_1628;enfermero;56;1321;reemplazo;4to_turno;3er_turno;2;0
2596;Profesional_2596;enfermero;40;2888;reemplazo;4to_turno;4to_turno;5;60
1628;Profesional_1628;enfermero;56;1321;reemplazo;4to_turno;diurno;2;0
1629;Profesional_1629;auxiliar;28;2145;contratado;diurno;3er_turno;2;0
1629;Profesional_1629;auxiliar;28;2145;contratado;diurno;4to_turno;2;0
1629;Profesional_1629;auxiliar;28;2145;contratado;diurno;diurno;2;0
1630;Profesional_1630;kinesiólogo;29;1064;reemplazo;diurno;3er_turno;2;0
1630;Profesional_1630;kinesiólogo;29;1064;reemplazo;diurno;4to_turno;2;0
1630;Profesional_1630;kinesiólogo;29;1064;reemplazo;diurno;diurno;2;0
687;Profesional_687;enfermero;47;1784;contratado;4to_turno;3er_turno;2;0
687;Profesional_687;enfermero;47;1784;contratado;4to_turno;diurno;2;0
694;Profesional_694;matrona;35;1895;contratado;4to_turno;3er_turno;4;0
694;Profesional_694;matrona;35;1895;contratado;4to_turno;diurno;4;0
695;Profesional_695;enfermero;45;67;contratado;4to_turno;3er_turno;1;0
695;Profesional_695;enfermero;45;67;contratado;4to_turno;diurno;1;0
1633;Profesional_1633;matrona;44;562;contratado;3er_turno;3er_turno;3;0
1633;Profesional_1633;matrona;44;562;contratado;3er_turno;4to_turno;3;0
1633;Profesional_1633;matrona;44;562;contratado;3er_turno;diurno;3;0
1634;Profesional_1634;auxiliar;56;906;reemplazo;diurno;3er_turno;1;0
1634;Profesional_1634;auxiliar;56;906;reemplazo;diurno;4to_turno;1;0
1634;Profesional_1634;auxiliar;56;906;reemplazo;diurno;diurno;1;0
1635;Profesional_1635;matrona;59;3543;reemplazo;4to_turno;3er_turno;4;0
2720;Profesional_2720;matrona;37;2217;reemplazo;4to_turno;4to_turno;5;60
1635;Profesional_1635;matrona;59;3543;reemplazo;4to_turno;diurno;4;0
1636;Profesional_1636;kinesiólogo;31;1298;reemplazo;4to_turno;3er_turno;3;0
2787;Profesional_2787;auxiliar;33;2424;reemplazo;4to_turno;4to_turno;5;60
1636;Profesional_1636;kinesiólogo;31;1298;reemplazo;4to_turno;diurno;3;0
1637;Profesional_1637;auxiliar;44;3429;reemplazo;4to_turno;3er_turno;3;0
2802;Profesional_2802;enfermero;47;1919;reemplazo;4to_turno;4to_turno;4;60
1637;Profesional_1637;auxiliar;44;3429;reemplazo;4to_turno;diurno;3;0
1638;Profesional_1638;enfermero;57;3441;reemplazo;3er_turno;3er_turno;3;0
1638;Profesional_1638;enfermero;57;3441;reemplazo;3er_turno;4to_turno;3;0
1638;Profesional_1638;enfermero;57;3441;reemplazo;3er_turno;diurno;3;0
1639;Profesional_1639;kinesiólogo;33;2993;contratado;3er_turno;3er_turno;3;0
1639;Profesional_1639;kinesiólogo;33;2993;contratado;3er_turno;4to_turno;3;0
1639;Profesional_1639;kinesiólogo;33;2993;contratado;3er_turno;diurno;3;0
1640;Profesional_1640;matrona;33;1002;contratado;3er_turno;3er_turno;4;0
1640;Profesional_1640;matrona;33;1002;contratado;3er_turno;4to_turno;4;0
1640;Profesional_1640;matrona;33;1002;contratado;3er_turno;diurno;4;0
1641;Profesional_1641;auxiliar;34;2780;contratado;3er_turno;3er_turno;3;0
1641;Profesional_1641;auxiliar;34;2780;contratado;3er_turno;4to_turno;3;0
1641;Profesional_1641;auxiliar;34;2780;contratado;3er_turno;diurno;3;0
1642;Profesional_1642;auxiliar;34;2223;reemplazo;4to_turno;3er_turno;3;0
2837;Profesional_2837;matrona;30;2617;reemplazo;4to_turno;4to_turno;4;60
1642;Profesional_1642;auxiliar;34;2223;reemplazo;4to_turno;diurno;3;0
1643;Profesional_1643;matrona;54;2623;contratado;3er_turno;3er_turno;2;0
1643;Profesional_1643;matrona;54;2623;contratado;3er_turno;4to_turno;2;0
1643;Profesional_1643;matrona;54;2623;contratado;3er_turno;diurno;2;0
698;Profesional_698;enfermero;25;2639;contratado;4to_turno;3er_turno;4;0
698;Profesional_698;enfermero;25;2639;contratado;4to_turno;diurno;4;0
700;Profesional_700;auxiliar;46;1024;contratado;4to_turno;3er_turno;4;0
1645;Profesional_1645;auxiliar;57;2819;contratado;diurno;3er_turno;3;0
1645;Profesional_1645;auxiliar;57;2819;contratado;diurno;4to_turno;3;0
1645;Profesional_1645;auxiliar;57;2819;contratado;diurno;diurno;3;0
1646;Profesional_1646;enfermero;60;3451;reemplazo;diurno;3er_turno;2;0
1646;Profesional_1646;enfermero;60;3451;reemplazo;diurno;4to_turno;2;0
1646;Profesional_1646;enfermero;60;3451;reemplazo;diurno;diurno;2;0
1647;Profesional_1647;enfermero;38;126;contratado;3er_turno;3er_turno;5;0
1647;Profesional_1647;enfermero;38;126;contratado;3er_turno;4to_turno;5;0
1647;Profesional_1647;enfermero;38;126;contratado;3er_turno;diurno;5;0
1648;Profesional_1648;enfermero;50;2483;reemplazo;diurno;3er_turno;3;0
1648;Profesional_1648;enfermero;50;2483;reemplazo;diurno;4to_turno;3;0
1648;Profesional_1648;enfermero;50;2483;reemplazo;diurno;diurno;3;0
1649;Profesional_1649;matrona;52;3040;reemplazo;4to_turno;3er_turno;4;0
2901;Profesional_2901;auxiliar;42;3598;reemplazo;4to_turno;4to_turno;4;60
1649;Profesional_1649;matrona;52;3040;reemplazo;4to_turno;diurno;4;0
1650;Profesional_1650;enfermero;29;2144;reemplazo;diurno;3er_turno;2;0
1650;Profesional_1650;enfermero;29;2144;reemplazo;diurno;4to_turno;2;0
1650;Profesional_1650;enfermero;29;2144;reemplazo;diurno;diurno;2;0
1651;Profesional_1651;enfermero;47;179;reemplazo;4to_turno;3er_turno;3;0
3036;Profesional_3036;kinesiólogo;49;2472;reemplazo;4to_turno;4to_turno;5;60
1651;Profesional_1651;enfermero;47;179;reemplazo;4to_turno;diurno;3;0
1652;Profesional_1652;kinesiólogo;28;2524;reemplazo;3er_turno;3er_turno;2;0
1652;Profesional_1652;kinesiólogo;28;2524;reemplazo;3er_turno;4to_turno;2;0
1652;Profesional_1652;kinesiólogo;28;2524;reemplazo;3er_turno;diurno;2;0
700;Profesional_700;auxiliar;46;1024;contratado;4to_turno;diurno;4;0
702;Profesional_702;auxiliar;27;1661;contratado;4to_turno;3er_turno;1;0
702;Profesional_702;auxiliar;27;1661;contratado;4to_turno;diurno;1;0
1654;Profesional_1654;auxiliar;41;1165;reemplazo;diurno;3er_turno;2;0
1654;Profesional_1654;auxiliar;41;1165;reemplazo;diurno;4to_turno;2;0
1654;Profesional_1654;auxiliar;41;1165;reemplazo;diurno;diurno;2;0
1655;Profesional_1655;matrona;47;3108;reemplazo;4to_turno;3er_turno;3;0
3104;Profesional_3104;matrona;41;1847;reemplazo;4to_turno;4to_turno;5;60
1655;Profesional_1655;matrona;47;3108;reemplazo;4to_turno;diurno;3;0
722;Profesional_722;enfermero;27;2321;contratado;4to_turno;3er_turno;1;0
722;Profesional_722;enfermero;27;2321;contratado;4to_turno;diurno;1;0
725;Profesional_725;matrona;44;1846;contratado;4to_turno;3er_turno;4;0
1657;Profesional_1657;kinesiólogo;55;3500;reemplazo;4to_turno;3er_turno;4;0
3150;Profesional_3150;enfermero;46;2904;reemplazo;4to_turno;4to_turno;4;60
1657;Profesional_1657;kinesiólogo;55;3500;reemplazo;4to_turno;diurno;4;0
1658;Profesional_1658;enfermero;59;1801;reemplazo;3er_turno;3er_turno;2;0
1658;Profesional_1658;enfermero;59;1801;reemplazo;3er_turno;4to_turno;2;0
1658;Profesional_1658;enfermero;59;1801;reemplazo;3er_turno;diurno;2;0
1659;Profesional_1659;enfermero;54;2509;reemplazo;diurno;3er_turno;2;0
1659;Profesional_1659;enfermero;54;2509;reemplazo;diurno;4to_turno;2;0
1659;Profesional_1659;enfermero;54;2509;reemplazo;diurno;diurno;2;0
1660;Profesional_1660;enfermero;25;726;reemplazo;diurno;3er_turno;1;0
1660;Profesional_1660;enfermero;25;726;reemplazo;diurno;4to_turno;1;0
1660;Profesional_1660;enfermero;25;726;reemplazo;diurno;diurno;1;0
1661;Profesional_1661;enfermero;31;798;contratado;3er_turno;3er_turno;3;0
1661;Profesional_1661;enfermero;31;798;contratado;3er_turno;4to_turno;3;0
1661;Profesional_1661;enfermero;31;798;contratado;3er_turno;diurno;3;0
1662;Profesional_1662;matrona;47;1019;reemplazo;4to_turno;3er_turno;5;0
3154;Profesional_3154;matrona;37;3157;reemplazo;4to_turno;4to_turno;4;60
1662;Profesional_1662;matrona;47;1019;reemplazo;4to_turno;diurno;5;0
1663;Profesional_1663;matrona;26;3543;contratado;3er_turno;3er_turno;1;0
1663;Profesional_1663;matrona;26;3543;contratado;3er_turno;4to_turno;1;0
1663;Profesional_1663;matrona;26;3543;contratado;3er_turno;diurno;1;0
1664;Profesional_1664;enfermero;56;335;contratado;diurno;3er_turno;2;0
1664;Profesional_1664;enfermero;56;335;contratado;diurno;4to_turno;2;0
1664;Profesional_1664;enfermero;56;335;contratado;diurno;diurno;2;0
1665;Profesional_1665;enfermero;37;1689;reemplazo;3er_turno;3er_turno;2;0
1665;Profesional_1665;enfermero;37;1689;reemplazo;3er_turno;4to_turno;2;0
1665;Profesional_1665;enfermero;37;1689;reemplazo;3er_turno;diurno;2;0
725;Profesional_725;matrona;44;1846;contratado;4to_turno;diurno;4;0
727;Profesional_727;kinesiólogo;32;341;contratado;4to_turno;3er_turno;1;0
727;Profesional_727;kinesiólogo;32;341;contratado;4to_turno;diurno;1;0
1667;Profesional_1667;enfermero;48;369;reemplazo;diurno;3er_turno;3;0
1667;Profesional_1667;enfermero;48;369;reemplazo;diurno;4to_turno;3;0
1667;Profesional_1667;enfermero;48;369;reemplazo;diurno;diurno;3;0
1668;Profesional_1668;enfermero;51;2025;contratado;3er_turno;3er_turno;2;0
1668;Profesional_1668;enfermero;51;2025;contratado;3er_turno;4to_turno;2;0
1668;Profesional_1668;enfermero;51;2025;contratado;3er_turno;diurno;2;0
729;Profesional_729;matrona;41;642;contratado;4to_turno;3er_turno;1;0
729;Profesional_729;matrona;41;642;contratado;4to_turno;diurno;1;0
733;Profesional_733;matrona;58;406;contratado;4to_turno;3er_turno;3;0
1670;Profesional_1670;auxiliar;40;1591;reemplazo;3er_turno;3er_turno;5;0
1670;Profesional_1670;auxiliar;40;1591;reemplazo;3er_turno;4to_turno;5;0
1670;Profesional_1670;auxiliar;40;1591;reemplazo;3er_turno;diurno;5;0
1671;Profesional_1671;enfermero;52;2537;reemplazo;diurno;3er_turno;2;0
1671;Profesional_1671;enfermero;52;2537;reemplazo;diurno;4to_turno;2;0
1671;Profesional_1671;enfermero;52;2537;reemplazo;diurno;diurno;2;0
733;Profesional_733;matrona;58;406;contratado;4to_turno;diurno;3;0
734;Profesional_734;enfermero;55;3297;contratado;4to_turno;3er_turno;1;0
734;Profesional_734;enfermero;55;3297;contratado;4to_turno;diurno;1;0
742;Profesional_742;enfermero;54;3452;contratado;4to_turno;3er_turno;3;0
742;Profesional_742;enfermero;54;3452;contratado;4to_turno;diurno;3;0
745;Profesional_745;matrona;58;1355;contratado;4to_turno;3er_turno;3;0
1674;Profesional_1674;matrona;49;386;reemplazo;4to_turno;3er_turno;1;0
3167;Profesional_3167;auxiliar;37;2906;reemplazo;4to_turno;4to_turno;4;60
1674;Profesional_1674;matrona;49;386;reemplazo;4to_turno;diurno;1;0
745;Profesional_745;matrona;58;1355;contratado;4to_turno;diurno;3;0
759;Profesional_759;enfermero;54;1322;contratado;4to_turno;3er_turno;1;0
759;Profesional_759;enfermero;54;1322;contratado;4to_turno;diurno;1;0
1676;Profesional_1676;enfermero;41;3175;reemplazo;3er_turno;3er_turno;3;0
1676;Profesional_1676;enfermero;41;3175;reemplazo;3er_turno;4to_turno;3;0
1676;Profesional_1676;enfermero;41;3175;reemplazo;3er_turno;diurno;3;0
1677;Profesional_1677;matrona;58;2393;reemplazo;3er_turno;3er_turno;5;0
1677;Profesional_1677;matrona;58;2393;reemplazo;3er_turno;4to_turno;5;0
1677;Profesional_1677;matrona;58;2393;reemplazo;3er_turno;diurno;5;0
1678;Profesional_1678;kinesiólogo;29;1429;reemplazo;diurno;3er_turno;2;0
1678;Profesional_1678;kinesiólogo;29;1429;reemplazo;diurno;4to_turno;2;0
1678;Profesional_1678;kinesiólogo;29;1429;reemplazo;diurno;diurno;2;0
1679;Profesional_1679;enfermero;55;3135;reemplazo;3er_turno;3er_turno;4;0
1679;Profesional_1679;enfermero;55;3135;reemplazo;3er_turno;4to_turno;4;0
1679;Profesional_1679;enfermero;55;3135;reemplazo;3er_turno;diurno;4;0
1680;Profesional_1680;matrona;56;3458;reemplazo;4to_turno;3er_turno;1;0
3169;Profesional_3169;kinesiólogo;34;3514;reemplazo;4to_turno;4to_turno;4;60
1680;Profesional_1680;matrona;56;3458;reemplazo;4to_turno;diurno;1;0
1681;Profesional_1681;enfermero;58;3149;reemplazo;3er_turno;3er_turno;5;0
1681;Profesional_1681;enfermero;58;3149;reemplazo;3er_turno;4to_turno;5;0
1681;Profesional_1681;enfermero;58;3149;reemplazo;3er_turno;diurno;5;0
765;Profesional_765;auxiliar;40;30;contratado;4to_turno;3er_turno;2;0
765;Profesional_765;auxiliar;40;30;contratado;4to_turno;diurno;2;0
774;Profesional_774;enfermero;28;2873;contratado;4to_turno;3er_turno;1;0
1683;Profesional_1683;enfermero;40;543;reemplazo;diurno;3er_turno;1;0
1683;Profesional_1683;enfermero;40;543;reemplazo;diurno;4to_turno;1;0
1683;Profesional_1683;enfermero;40;543;reemplazo;diurno;diurno;1;0
1684;Profesional_1684;auxiliar;52;424;reemplazo;3er_turno;3er_turno;1;0
1684;Profesional_1684;auxiliar;52;424;reemplazo;3er_turno;4to_turno;1;0
1684;Profesional_1684;auxiliar;52;424;reemplazo;3er_turno;diurno;1;0
1685;Profesional_1685;auxiliar;40;849;reemplazo;diurno;3er_turno;3;0
1685;Profesional_1685;auxiliar;40;849;reemplazo;diurno;4to_turno;3;0
1685;Profesional_1685;auxiliar;40;849;reemplazo;diurno;diurno;3;0
1686;Profesional_1686;auxiliar;27;414;reemplazo;3er_turno;3er_turno;3;0
1686;Profesional_1686;auxiliar;27;414;reemplazo;3er_turno;4to_turno;3;0
1686;Profesional_1686;auxiliar;27;414;reemplazo;3er_turno;diurno;3;0
774;Profesional_774;enfermero;28;2873;contratado;4to_turno;diurno;1;0
778;Profesional_778;enfermero;37;975;contratado;4to_turno;3er_turno;3;0
778;Profesional_778;enfermero;37;975;contratado;4to_turno;diurno;3;0
1688;Profesional_1688;kinesiólogo;39;70;contratado;3er_turno;3er_turno;2;0
1688;Profesional_1688;kinesiólogo;39;70;contratado;3er_turno;4to_turno;2;0
1688;Profesional_1688;kinesiólogo;39;70;contratado;3er_turno;diurno;2;0
1689;Profesional_1689;matrona;59;2375;reemplazo;3er_turno;3er_turno;5;0
1689;Profesional_1689;matrona;59;2375;reemplazo;3er_turno;4to_turno;5;0
1689;Profesional_1689;matrona;59;2375;reemplazo;3er_turno;diurno;5;0
1690;Profesional_1690;matrona;54;190;reemplazo;4to_turno;3er_turno;3;0
3229;Profesional_3229;matrona;50;3004;reemplazo;4to_turno;4to_turno;4;60
1690;Profesional_1690;matrona;54;190;reemplazo;4to_turno;diurno;3;0
785;Profesional_785;enfermero;56;2776;contratado;4to_turno;3er_turno;5;0
785;Profesional_785;enfermero;56;2776;contratado;4to_turno;diurno;5;0
796;Profesional_796;kinesiólogo;34;587;contratado;4to_turno;3er_turno;1;0
1692;Profesional_1692;auxiliar;33;3020;contratado;diurno;3er_turno;2;0
1692;Profesional_1692;auxiliar;33;3020;contratado;diurno;4to_turno;2;0
1692;Profesional_1692;auxiliar;33;3020;contratado;diurno;diurno;2;0
1693;Profesional_1693;auxiliar;31;2858;contratado;diurno;3er_turno;2;0
1693;Profesional_1693;auxiliar;31;2858;contratado;diurno;4to_turno;2;0
1693;Profesional_1693;auxiliar;31;2858;contratado;diurno;diurno;2;0
1694;Profesional_1694;auxiliar;34;121;reemplazo;3er_turno;3er_turno;3;0
1694;Profesional_1694;auxiliar;34;121;reemplazo;3er_turno;4to_turno;3;0
1694;Profesional_1694;auxiliar;34;121;reemplazo;3er_turno;diurno;3;0
1695;Profesional_1695;enfermero;48;435;contratado;3er_turno;3er_turno;2;0
1695;Profesional_1695;enfermero;48;435;contratado;3er_turno;4to_turno;2;0
1695;Profesional_1695;enfermero;48;435;contratado;3er_turno;diurno;2;0
796;Profesional_796;kinesiólogo;34;587;contratado;4to_turno;diurno;1;0
807;Profesional_807;enfermero;41;3639;contratado;4to_turno;3er_turno;1;0
807;Profesional_807;enfermero;41;3639;contratado;4to_turno;diurno;1;0
1697;Profesional_1697;auxiliar;28;3359;contratado;3er_turno;3er_turno;3;0
1697;Profesional_1697;auxiliar;28;3359;contratado;3er_turno;4to_turno;3;0
1697;Profesional_1697;auxiliar;28;3359;contratado;3er_turno;diurno;3;0
1698;Profesional_1698;enfermero;47;2105;reemplazo;3er_turno;3er_turno;1;0
1698;Profesional_1698;enfermero;47;2105;reemplazo;3er_turno;4to_turno;1;0
1698;Profesional_1698;enfermero;47;2105;reemplazo;3er_turno;diurno;1;0
1699;Profesional_1699;auxiliar;45;2793;reemplazo;diurno;3er_turno;3;0
1699;Profesional_1699;auxiliar;45;2793;reemplazo;diurno;4to_turno;3;0
1699;Profesional_1699;auxiliar;45;2793;reemplazo;diurno;diurno;3;0
1700;Profesional_1700;matrona;57;2652;reemplazo;diurno;3er_turno;5;0
1700;Profesional_1700;matrona;57;2652;reemplazo;diurno;4to_turno;5;0
1700;Profesional_1700;matrona;57;2652;reemplazo;diurno;diurno;5;0
1701;Profesional_1701;matrona;43;2017;contratado;3er_turno;3er_turno;4;0
1701;Profesional_1701;matrona;43;2017;contratado;3er_turno;4to_turno;4;0
1701;Profesional_1701;matrona;43;2017;contratado;3er_turno;diurno;4;0
1702;Profesional_1702;auxiliar;47;1897;reemplazo;3er_turno;3er_turno;5;0
1702;Profesional_1702;auxiliar;47;1897;reemplazo;3er_turno;4to_turno;5;0
1702;Profesional_1702;auxiliar;47;1897;reemplazo;3er_turno;diurno;5;0
1703;Profesional_1703;matrona;60;3361;contratado;3er_turno;3er_turno;5;0
1703;Profesional_1703;matrona;60;3361;contratado;3er_turno;4to_turno;5;0
1703;Profesional_1703;matrona;60;3361;contratado;3er_turno;diurno;5;0
811;Profesional_811;auxiliar;26;3484;contratado;4to_turno;3er_turno;1;0
811;Profesional_811;auxiliar;26;3484;contratado;4to_turno;diurno;1;0
812;Profesional_812;kinesiólogo;33;2732;contratado;4to_turno;3er_turno;1;0
